Mon May  3 00:39:22 2021	1023.3	-0.1	Change	5.8	3.3	84	0.0	F1	WNW	Mon May  3 00:39:22 2021	
Mon May  3 00:40:22 2021	1023.3	-0.1	Change	5.7	3.2	84	0.0	F1	WNW	Mon May  3 00:40:22 2021	
Mon May  3 00:41:22 2021	1023.3	-0.1	Change	5.7	3.2	84	0.0	F1	WNW	Mon May  3 00:41:22 2021	
Mon May  3 00:42:22 2021	1023.5	-0.1	Change	5.7	3.4	85	0.0	F1	W	Mon May  3 00:42:22 2021	
Mon May  3 00:43:22 2021	1023.2	-0.1	Change	5.7	3.2	84	0.0	F1	W	Mon May  3 00:43:22 2021	
Mon May  3 00:44:22 2021	1023.3	0.0	Settled	5.8	3.3	84	0.0	F1	W	Mon May  3 00:44:22 2021	
Mon May  3 00:45:22 2021	1023.2	0.0	Settled	5.7	3.2	84	0.0	F1	W	Mon May  3 00:45:22 2021	
Mon May  3 00:46:22 2021	1023.2	-0.1	Change	5.7	3.2	84	0.0	F1	W	Mon May  3 00:46:22 2021	
Mon May  3 00:47:22 2021	1023.4	0.0	Settled	5.7	3.2	84	0.0	F1	W	Mon May  3 00:47:22 2021	
Mon May  3 00:48:22 2021	1023.4	-0.1	Change	5.7	3.4	85	0.0	F1	WSW	Mon May  3 00:48:22 2021	
Mon May  3 00:49:22 2021	1023.4	0.0	Settled	5.7	3.4	85	0.0	F1	WSW	Mon May  3 00:49:22 2021	
Mon May  3 00:50:22 2021	1023.3	-0.1	Change	5.7	3.4	85	0.0	F1	WSW	Mon May  3 00:50:22 2021	
Mon May  3 00:51:22 2021	1023.4	0.0	Settled	5.6	3.3	85	0.0	F1	WSW	Mon May  3 00:51:22 2021	
Mon May  3 00:52:22 2021	1023.2	-0.1	Change	5.6	3.3	85	0.0	F1	W	Mon May  3 00:52:22 2021	
Mon May  3 00:53:22 2021	1023.3	-0.1	Change	5.6	3.3	85	0.0	F1	W	Mon May  3 00:53:22 2021	
Mon May  3 00:54:22 2021	1023.2	-0.1	Change	5.6	3.3	85	0.0	F1	W	Mon May  3 00:54:22 2021	
Mon May  3 00:55:22 2021	1023.4	0.0	Settled	5.6	3.3	85	0.0	F1	W	Mon May  3 00:55:22 2021	
Mon May  3 00:56:22 2021	1023.2	0.0	Settled	5.6	3.3	85	0.0	F1	W	Mon May  3 00:56:22 2021	
Mon May  3 00:57:22 2021	1023.3	-0.1	Change	5.5	3.2	85	0.0	F1	WNW	Mon May  3 00:57:22 2021	
Mon May  3 00:58:22 2021	1023.4	0.0	Settled	5.5	3.2	85	0.0	F1	WNW	Mon May  3 00:58:22 2021	
Mon May  3 00:59:22 2021	1023.3	-0.1	Change	5.5	3.2	85	0.0	F1	WNW	Mon May  3 00:59:22 2021	
Mon May  3 01:00:22 2021	1023.2	-0.2	Change	5.5	3.3	86	0.0	F1	WNW	Mon May  3 01:00:22 2021	
Mon May  3 01:01:22 2021	1023.4	-0.1	Change	5.5	3.3	86	0.0	F0	WNW	Mon May  3 01:01:22 2021	
Mon May  3 01:02:22 2021	1023.4	-0.1	Change	5.4	3.1	85	0.0	F0	WNW	Mon May  3 01:02:22 2021	
Mon May  3 01:03:22 2021	1023.3	-0.1	Change	5.4	3.2	86	0.0	F0	WNW	Mon May  3 01:03:22 2021	
Mon May  3 01:04:22 2021	1023.2	-0.1	Change	5.4	3.2	86	0.0	F0	WNW	Mon May  3 01:04:22 2021	
Mon May  3 01:05:22 2021	1023.3	-0.1	Change	5.4	3.2	86	0.0	F0	WNW	Mon May  3 01:05:22 2021	
Mon May  3 01:06:22 2021	1023.4	-0.1	Change	5.4	3.2	86	0.0	F0	WNW	Mon May  3 01:06:22 2021	
Mon May  3 01:07:22 2021	1023.2	-0.1	Change	5.4	3.2	86	0.0	F0	WNW	Mon May  3 01:07:22 2021	
Mon May  3 01:08:22 2021	1023.5	-0.1	Change	5.4	3.2	86	0.0	F0	WNW	Mon May  3 01:08:22 2021	
Mon May  3 01:09:22 2021	1023.3	0.0	Settled	5.4	3.2	86	0.0	F0	WNW	Mon May  3 01:09:22 2021	
Mon May  3 01:10:22 2021	1023.2	0.0	Settled	5.4	3.2	86	0.0	F0	WNW	Mon May  3 01:10:22 2021	
Mon May  3 01:11:22 2021	1023.3	-0.1	Change	5.3	3.1	86	0.0	F0	WNW	Mon May  3 01:11:22 2021	
Mon May  3 01:12:22 2021	1023.1	0.0	Settled	5.3	3.1	86	0.0	F0	WNW	Mon May  3 01:12:22 2021	
Mon May  3 01:13:22 2021	1023.3	-0.1	Change	5.3	3.3	87	0.0	F0	WNW	Mon May  3 01:13:22 2021	
Mon May  3 01:14:22 2021	1023.3	-0.1	Change	5.3	3.3	87	0.0	F0	WNW	Mon May  3 01:14:22 2021	
Mon May  3 01:15:22 2021	1023.2	0.0	Settled	5.3	3.3	87	0.0	F0	WNW	Mon May  3 01:15:22 2021	
Mon May  3 01:16:22 2021	1023.4	0.0	Settled	5.2	3.2	87	0.0	F0	WNW	Mon May  3 01:16:22 2021	
Mon May  3 01:17:22 2021	1023.3	0.0	Settled	5.2	3.2	87	0.0	F0	WNW	Mon May  3 01:17:22 2021	
Mon May  3 01:18:22 2021	1023.3	0.0	Settled	5.2	3.2	87	0.0	F0	W	Mon May  3 01:18:22 2021	
Mon May  3 01:19:22 2021	1023.1	-0.1	Change	5.2	3.2	87	0.0	F0	W	Mon May  3 01:19:22 2021	
Mon May  3 01:20:22 2021	1023.2	-0.2	Change	5.3	3.3	87	0.0	F0	W	Mon May  3 01:20:22 2021	
Mon May  3 01:21:22 2021	1023.4	-0.1	Change	5.2	3.2	87	0.0	F0	W	Mon May  3 01:21:22 2021	
Mon May  3 01:22:22 2021	1023.2	-0.1	Change	5.2	3.2	87	0.0	F0	W	Mon May  3 01:22:22 2021	
Mon May  3 01:23:22 2021	1023.0	-0.2	Change	5.2	3.2	87	0.0	F0	W	Mon May  3 01:23:22 2021	
Mon May  3 01:24:22 2021	1023.2	-0.1	Change	5.1	3.1	87	0.0	F0	WSW	Mon May  3 01:24:22 2021	
Mon May  3 01:25:22 2021	1023.2	0.0	Settled	5.2	3.4	88	0.0	F0	WSW	Mon May  3 01:25:22 2021	
Mon May  3 01:26:22 2021	1023.2	-0.1	Change	5.1	3.3	88	0.0	F0	W	Mon May  3 01:26:22 2021	
Mon May  3 01:27:22 2021	1023.1	-0.1	Change	5.1	3.3	88	0.0	F0	W	Mon May  3 01:27:22 2021	
Mon May  3 01:28:22 2021	1023.2	-0.1	Change	5.2	3.4	88	0.0	F0	W	Mon May  3 01:28:22 2021	
Mon May  3 01:29:22 2021	1023.0	0.0	Settled	5.2	3.4	88	0.0	F0	W	Mon May  3 01:29:22 2021	
Mon May  3 01:30:22 2021	1023.1	-0.1	Change	5.2	3.4	88	0.0	F0	W	Mon May  3 01:30:22 2021	
Mon May  3 01:31:22 2021	1023.0	-0.1	Change	5.2	3.4	88	0.0	F0	W	Mon May  3 01:31:22 2021	
Mon May  3 01:32:22 2021	1023.1	-0.1	Change	5.2	3.4	88	0.0	F0	W	Mon May  3 01:32:22 2021	
Mon May  3 01:33:22 2021	1023.0	-0.1	Change	5.2	3.4	88	0.0	F0	W	Mon May  3 01:33:22 2021	
Mon May  3 01:34:22 2021	1023.0	-0.1	Change	5.2	3.4	88	0.0	F0	W	Mon May  3 01:34:22 2021	
Mon May  3 01:35:22 2021	1023.0	-0.1	Change	5.2	3.4	88	0.0	F0	W	Mon May  3 01:35:22 2021	
Mon May  3 01:36:22 2021	1023.3	0.0	Settled	5.2	3.4	88	0.0	F0	W	Mon May  3 01:36:22 2021	
Mon May  3 01:37:22 2021	1023.0	0.0	Settled	5.3	3.5	88	0.0	F0	W	Mon May  3 01:37:22 2021	
Mon May  3 01:38:22 2021	1023.0	-0.1	Change	5.3	3.5	88	0.0	F0	W	Mon May  3 01:38:22 2021	
Mon May  3 01:39:22 2021	1023.0	-0.2	Change	5.3	3.5	88	0.0	F0	W	Mon May  3 01:39:22 2021	
Mon May  3 01:40:22 2021	1022.9	0.0	Settled	5.3	3.5	88	0.0	F0	W	Mon May  3 01:40:22 2021	
Mon May  3 01:41:22 2021	1023.2	-0.2	Change	5.3	3.5	88	0.0	F0	W	Mon May  3 01:41:22 2021	
Mon May  3 01:42:22 2021	1023.1	-0.1	Change	5.3	3.5	88	0.0	F0	W	Mon May  3 01:42:22 2021	
Mon May  3 01:43:22 2021	1023.2	-0.1	Change	5.3	3.3	87	0.0	F0	W	Mon May  3 01:43:22 2021	
